"Kod";"Nazwa";"Świadczenie wychowawcze";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0617052;"Trawniki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1321;"-";"";
0617052;"Trawniki (2)";"wydatki na świadczenia wychowawcze";"2019";7005884;"zł";"";
0618011;"Tomaszów Lubelski (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1101;"-";"";
0618011;"Tomaszów Lubelski (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1576;"-";"";
0618011;"Tomaszów Lubelski (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2636;"-";"";
0618011;"Tomaszów Lubelski (1)";"wydatki na świadczenia wychowawcze";"2019";13024367;"zł";"";
0618022;"Bełżec (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";205;"-";"";
0618022;"Bełżec (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";331;"-";"";
0618022;"Bełżec (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";454;"-";"";
0618022;"Bełżec (2)";"wydatki na świadczenia wychowawcze";"2019";2614421;"zł";"";
0618032;"Jarczów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";212;"-";"";
0618032;"Jarczów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";346;"-";"";
0618032;"Jarczów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";454;"-";"";
0618032;"Jarczów (2)";"wydatki na świadczenia wychowawcze";"2019";2509721;"zł";"";
0618042;"Krynice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";207;"-";"";
0618042;"Krynice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";329;"-";"";
0618042;"Krynice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";450;"-";"";
0618042;"Krynice (2)";"wydatki na świadczenia wychowawcze";"2019";2419714;"zł";"";
0618053;"Lubycza Królewska (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";355;"-";"";
0618053;"Lubycza Królewska (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";591;"-";"";
0618053;"Lubycza Królewska (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";773;"-";"";
0618053;"Lubycza Królewska (3)";"wydatki na świadczenia wychowawcze";"2019";4261419;"zł";"";
0618063;"Łaszczów (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";320;"-";"";
0618063;"Łaszczów (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";514;"-";"";
0618063;"Łaszczów (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";790;"-";"";
0618063;"Łaszczów (3)";"wydatki na świadczenia wychowawcze";"2019";4074353;"zł";"";
0618072;"Rachanie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";293;"-";"";
0618072;"Rachanie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";499;"-";"";
0618072;"Rachanie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";659;"-";"";
0618072;"Rachanie (2)";"wydatki na świadczenia wychowawcze";"2019";3684462;"zł";"";
0618082;"Susiec (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";452;"-";"";
0618082;"Susiec (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";783;"-";"";
0618082;"Susiec (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";979;"-";"";
0618082;"Susiec (2)";"wydatki na świadczenia wychowawcze";"2019";5747735;"zł";"";
0618092;"Tarnawatka (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";297;"-";"";
0618092;"Tarnawatka (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";459;"-";"";
0618092;"Tarnawatka (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";595;"-";"";
0618092;"Tarnawatka (2)";"wydatki na świadczenia wychowawcze";"2019";3394889;"zł";"";
0618102;"Telatyn (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";214;"-";"";
0618102;"Telatyn (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";341;"-";"";
0618102;"Telatyn (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";479;"-";"";
0618102;"Telatyn (2)";"wydatki na świadczenia wychowawcze";"2019";2578233;"zł";"";
0618112;"Tomaszów Lubelski (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";791;"-";"";
0618112;"Tomaszów Lubelski (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1239;"-";"";
0618112;"Tomaszów Lubelski (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1764;"-";"";
0618112;"Tomaszów Lubelski (2)";"wydatki na świadczenia wychowawcze";"2019";9469233;"zł";"";
0618123;"Tyszowce (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";323;"-";"";
0618123;"Tyszowce (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";572;"-";"";
0618123;"Tyszowce (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";769;"-";"";
0618123;"Tyszowce (3)";"wydatki na świadczenia wychowawcze";"2019";4155790;"zł";"";
0618132;"Ulhówek (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";238;"-";"";
0618132;"Ulhówek (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";383;"-";"";
0618132;"Ulhówek (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";489;"-";"";
0618132;"Ulhówek (2)";"wydatki na świadczenia wychowawcze";"2019";2745611;"zł";"";
0619011;"Włodawa (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";806;"-";"";
0619011;"Włodawa (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1216;"-";"";
0619011;"Włodawa (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1814;"-";"";
0619011;"Włodawa (1)";"wydatki na świadczenia wychowawcze";"2019";9548265;"zł";"";
0619022;"Hanna (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";180;"-";"";
0619022;"Hanna (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";296;"-";"";
0619022;"Hanna (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";381;"-";"";
0619022;"Hanna (2)";"wydatki na świadczenia wychowawcze";"2019";2063207;"zł";"";
0619032;"Hańsk (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";259;"-";"";
0619032;"Hańsk (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";463;"-";"";
0619032;"Hańsk (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";569;"-";"";
0619032;"Hańsk (2)";"wydatki na świadczenia wychowawcze";"2019";3294328;"zł";"";
0619042;"Stary Brus (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";157;"-";"";
0619042;"Stary Brus (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";263;"-";"";
0619042;"Stary Brus (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";341;"-";"";
0619042;"Stary Brus (2)";"wydatki na świadczenia wychowawcze";"2019";1837984;"zł";"";
0619052;"Urszulin (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";327;"-";"";
0619052;"Urszulin (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";517;"-";"";
0619052;"Urszulin (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";735;"-";"";
0619052;"Urszulin (2)";"wydatki na świadczenia wychowawcze";"2019";3960801;"zł";"";
0619062;"Włodawa (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";380;"-";"";
0619062;"Włodawa (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";609;"-";"";
0619062;"Włodawa (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";883;"-";"";
0619062;"Włodawa (2)";"wydatki na świadczenia wychowawcze";"2019";4621058;"zł";"";
0619072;"Wola Uhruska (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";239;"-";"";
0619072;"Wola Uhruska (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";386;"-";"";
0619072;"Wola Uhruska (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";516;"-";"";
0619072;"Wola Uhruska (2)";"wydatki na świadczenia wychowawcze";"2019";2716971;"zł";"";
0619082;"Wyryki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";181;"-";"";
0619082;"Wyryki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";297;"-";"";
0619082;"Wyryki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";354;"-";"";
0619082;"Wyryki (2)";"wydatki na świadczenia wychowawcze";"2019";1985321;"zł";"";
0620012;"Adamów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";289;"-";"";
0620012;"Adamów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";486;"-";"";
0620012;"Adamów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";636;"-";"";
0620012;"Adamów (2)";"wydatki na świadczenia wychowawcze";"2019";3603110;"zł";"";
0620022;"Grabowiec (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";219;"-";"";
0620022;"Grabowiec (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";352;"-";"";
0620022;"Grabowiec (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";483;"-";"";
0620022;"Grabowiec (2)";"wydatki na świadczenia wychowawcze";"2019";2653097;"zł";"";
0620032;"Komarów-Osada (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";307;"-";"";
0620032;"Komarów-Osada (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";507;"-";"";
0620032;"Komarów-Osada (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";670;"-";"";
0620032;"Komarów-Osada (2)";"wydatki na świadczenia wychowawcze";"2019";3684566;"zł";"";
0620043;"Krasnobród (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";463;"-";"";
0620043;"Krasnobród (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";780;"-";"";
0620043;"Krasnobród (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";823;"-";"";
0620043;"Krasnobród (3)";"wydatki na świadczenia wychowawcze";"2019";5703125;"zł";"";
0620052;"Łabunie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";427;"-";"";
0620052;"Łabunie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";650;"-";"";
0620052;"Łabunie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";919;"-";"";
0620052;"Łabunie (2)";"wydatki na świadczenia wychowawcze";"2019";4951366;"zł";"";
0620062;"Miączyn (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";351;"-";"";
0620062;"Miączyn (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";588;"-";"";
0620062;"Miączyn (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";778;"-";"";
0620062;"Miączyn (2)";"wydatki na świadczenia wychowawcze";"2019";4203589;"zł";"";
0620072;"Nielisz (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";333;"-";"";
0620072;"Nielisz (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";560;"-";"";
0620072;"Nielisz (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";719;"-";"";
0620072;"Nielisz (2)";"wydatki na świadczenia wychowawcze";"2019";3905385;"zł";"";
0620082;"Radecznica (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";295;"-";"";
0620082;"Radecznica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";457;"-";"";
0620082;"Radecznica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";647;"-";"";
0620082;"Radecznica (2)";"wydatki na świadczenia wychowawcze";"2019";3473402;"zł";"";
0620092;"Sitno (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";418;"-";"";
